,action,instance_id,step,type,strtype
8338,9,5895,3,"['24', '24']","['24', '24']"
8339,7,5895,4,"['14', '14']","['14', '14']"
8340,6,5895,5,"['14', '16']","['14', '16']"
8341,9,5895,6,['24'],['24']
8342,8,5895,7,['26'],['26']
8343,9,5895,8,['24'],['24']
8344,5,5895,9,['16'],['16']
8345,1,5895,10,"['26', '24']","['26', '24']"
8346,9,5896,0,['14'],['14']
8347,8,5896,1,['24'],['24']
8348,7,5896,2,['26'],['26']
8349,7,5896,3,['26'],['26']
8350,6,5896,4,"['14', '16']","['14', '16']"
8351,5,5896,5,['16'],['16']
8352,9,5896,6,"['14', '14']","['14', '14']"
8353,8,5896,7,"['24', '24']","['24', '24']"
8354,8,5896,8,['24'],['24']
8355,4,5896,9,['24'],['24']
8356,1,5896,10,"['26', '24']","['26', '24']"
8357,9,5897,0,['26'],['26']
8358,8,5897,1,['24'],['24']
8359,7,5897,2,"['14', '14']","['14', '14']"
8360,8,5897,3,['24'],['24']
8361,6,5897,4,"['24', '26']","['24', '26']"
8362,7,5897,5,['14'],['14']
8363,5,5897,6,"['14', '16']","['14', '16']"
8364,8,5897,7,['24'],['24']
8365,9,5897,8,['26'],['26']
8366,4,5897,9,"['24', '24']","['24', '24']"
8367,3,5897,10,['16'],['16']
8368,9,5898,0,['26'],['26']
8369,8,5898,1,['24'],['24']
8370,7,5898,2,"['14', '16']","['14', '16']"
8371,9,5898,3,['26'],['26']
8372,8,5898,4,"['24', '24']","['24', '24']"
8373,8,5898,5,['24'],['24']
8374,6,5898,6,['16'],['16']
8375,5,5898,7,['24'],['24']
8376,4,5898,8,"['14', '14']","['14', '14']"
8377,1,5898,9,"['24', '26']","['24', '26']"
8378,7,5898,10,['14'],['14']
8379,9,5899,0,"['24', '24']","['24', '24']"
8380,8,5899,1,"['26', '24']","['26', '24']"
8381,8,5899,2,['26'],['26']
8382,7,5899,3,['26'],['26']
8383,6,5899,4,"['14', '14']","['14', '14']"
8384,9,5899,5,['24'],['24']
8385,5,5899,6,['16'],['16']
8386,9,5899,7,['24'],['24']
8387,6,5899,8,['14'],['14']
8388,1,5899,9,"['16', '14']","['16', '14']"
8389,9,5899,10,['24'],['24']
8390,9,5900,0,['24'],['24']
8391,8,5900,1,"['14', '14']","['14', '14']"
8392,9,5900,2,"['24', '24']","['24', '24']"
8393,7,5900,3,['26'],['26']
8394,6,5900,4,"['26', '24']","['26', '24']"
8395,8,5900,5,['14'],['14']
8396,9,5900,6,['24'],['24']
8397,5,5900,7,['16'],['16']
8398,9,5900,8,['24'],['24']
8399,1,5900,9,"['16', '14']","['16', '14']"
8400,7,5900,10,['26'],['26']
8401,9,5901,0,['24'],['24']
8402,8,5901,1,"['24', '26']","['24', '26']"
8403,7,5901,2,['14'],['14']
8404,6,5901,3,['26'],['26']
8405,9,5901,4,"['24', '24']","['24', '24']"
8406,5,5901,5,['16'],['16']
8407,6,5901,6,['26'],['26']
8408,1,5901,7,"['16', '14']","['16', '14']"
8409,7,5901,8,"['14', '14']","['14', '14']"
8410,9,5901,9,['24'],['24']
8411,9,5901,10,['24'],['24']
8412,9,5902,0,['14'],['14']
8413,8,5902,1,['24'],['24']
8414,8,5902,2,['24'],['24']
8415,7,5902,3,['26'],['26']
8416,8,5902,4,"['24', '24']","['24', '24']"
8417,6,5902,5,"['14', '16']","['14', '16']"
8418,5,5902,6,['16'],['16']
8419,4,5902,7,['24'],['24']
8420,9,5902,8,"['14', '14']","['14', '14']"
8421,1,5902,9,"['24', '26']","['24', '26']"
8422,7,5902,10,['26'],['26']
8423,9,5903,0,"['24', '24']","['24', '24']"
8424,8,5903,1,['26'],['26']
8425,9,5903,2,['24'],['24']
8426,9,5903,3,['24'],['24']
8427,7,5903,4,"['14', '14']","['14', '14']"
8428,9,5903,5,['24'],['24']
8429,6,5903,6,['16'],['16']
8430,5,5903,7,"['16', '14']","['16', '14']"
8431,7,5903,8,['14'],['14']
8432,1,5903,9,"['24', '26']","['24', '26']"
8433,8,5903,10,['26'],['26']
8434,9,5904,0,['24'],['24']
8435,8,5904,1,['14'],['14']
8436,7,5904,2,['26'],['26']
8437,7,5904,3,['26'],['26']
8438,6,5904,4,"['16', '14']","['16', '14']"
8439,9,5904,5,['24'],['24']
8440,8,5904,6,"['14', '14']","['14', '14']"
8441,5,5904,7,['16'],['16']
8442,9,5904,8,['24'],['24']
8443,1,5904,9,"['24', '26']","['24', '26']"
8444,9,5904,10,"['24', '24']","['24', '24']"
8445,9,5905,0,"['14', '14']","['14', '14']"
8446,8,5905,1,['26'],['26']
8447,7,5905,2,"['24', '26']","['24', '26']"
8448,6,5905,3,"['24', '24']","['24', '24']"
8449,7,5905,4,['24'],['24']
8450,6,5905,5,['24'],['24']
8451,9,5905,6,['14'],['14']
8452,8,5905,7,['26'],['26']
8453,5,5905,8,['16'],['16']
8454,1,5905,9,"['16', '14']","['16', '14']"
8455,4,5905,10,['24'],['24']
8456,9,5906,0,['16'],['16']
8457,8,5906,1,['24'],['24']
8458,7,5906,2,['14'],['14']
8459,6,5906,3,['26'],['26']
8460,8,5906,4,['24'],['24']
8461,7,5906,5,"['14', '14']","['14', '14']"
8462,8,5906,6,"['24', '24']","['24', '24']"
8463,5,5906,7,"['14', '16']","['14', '16']"
8464,1,5906,8,"['26', '24']","['26', '24']"
8465,6,5906,9,['26'],['26']
8466,4,5906,10,['24'],['24']
8467,9,5907,0,['16'],['16']
8468,8,5907,1,['14'],['14']
8469,7,5907,2,['24'],['24']
8470,6,5907,3,['26'],['26']
8471,8,5907,4,"['14', '14']","['14', '14']"
8472,7,5907,5,"['24', '24']","['24', '24']"
8473,5,5907,6,"['26', '24']","['26', '24']"
8474,4,5907,7,['24'],['24']
8475,4,5907,8,['24'],['24']
8476,1,5907,9,"['14', '16']","['14', '16']"
8477,6,5907,10,['26'],['26']
8478,9,5908,0,['26'],['26']
8479,8,5908,1,"['24', '24']","['24', '24']"
8480,8,5908,2,['24'],['24']
8481,7,5908,3,"['24', '26']","['24', '26']"
8482,9,5908,4,['26'],['26']
8483,8,5908,5,['24'],['24']
8484,6,5908,6,"['14', '14']","['14', '14']"
8485,5,5908,7,['16'],['16']
8486,1,5908,8,"['14', '16']","['14', '16']"
8487,6,5908,9,['14'],['14']
8488,7,5908,10,['24'],['24']
8489,9,5909,0,['24'],['24']
8490,8,5909,1,"['16', '14']","['16', '14']"
8491,9,5909,2,['24'],['24']
8492,7,5909,3,['14'],['14']
8493,6,5909,4,['26'],['26']
8494,8,5909,5,['16'],['16']
8495,6,5909,6,['26'],['26']
8496,7,5909,7,"['14', '14']","['14', '14']"
8497,9,5909,8,['24'],['24']
8498,5,5909,9,"['26', '24']","['26', '24']"
8499,9,5909,10,"['24', '24']","['24', '24']"
8500,9,5910,0,"['24', '24']","['24', '24']"
8501,9,5910,1,['24'],['24']
8502,9,5910,2,['24'],['24']
8503,8,5910,3,"['14', '14']","['14', '14']"
8504,9,5910,4,['24'],['24']
8505,7,5910,5,['16'],['16']
8506,6,5910,6,"['16', '14']","['16', '14']"
8507,5,5910,7,['26'],['26']
8508,5,5910,8,['26'],['26']
8509,1,5910,9,"['26', '24']","['26', '24']"
8510,8,5910,10,['14'],['14']
8511,9,5911,0,['24'],['24']
8512,8,5911,1,"['24', '26']","['24', '26']"
8513,9,5911,2,['24'],['24']
8514,7,5911,3,['26'],['26']
8515,6,5911,4,"['14', '14']","['14', '14']"
8516,6,5911,5,['14'],['14']
8517,9,5911,6,['24'],['24']
8518,5,5911,7,['16'],['16']
8519,9,5911,8,"['24', '24']","['24', '24']"
8520,7,5911,9,['26'],['26']
8521,1,5911,10,"['16', '14']","['16', '14']"
8522,9,5912,0,['14'],['14']
8523,8,5912,1,['16'],['16']
8524,7,5912,2,"['14', '16']","['14', '16']"
8525,6,5912,3,['26'],['26']
8526,5,5912,4,['24'],['24']
8527,1,5912,5,"['24', '26']","['24', '26']"
8528,5,5912,6,"['24', '24']","['24', '24']"
8529,9,5912,7,"['14', '14']","['14', '14']"
8530,6,5912,8,['26'],['26']
8531,4,5912,9,['24'],['24']
8532,4,5912,10,['24'],['24']
8533,9,5913,0,['24'],['24']
8534,8,5913,1,"['14', '14']","['14', '14']"
8535,7,5913,2,"['24', '26']","['24', '26']"
8536,9,5913,3,"['24', '24']","['24', '24']"
8537,6,5913,4,['26'],['26']
8538,5,5913,5,['16'],['16']
8539,9,5913,6,['24'],['24']
8540,1,5913,7,"['16', '14']","['16', '14']"
8541,8,5913,8,['14'],['14']
8542,9,5913,9,['24'],['24']
8543,6,5913,10,['26'],['26']
8544,9,5914,0,['14'],['14']
8545,8,5914,1,['16'],['16']
8546,7,5914,2,"['24', '24']","['24', '24']"
8547,6,5914,3,"['24', '26']","['24', '26']"
8548,5,5914,4,['26'],['26']
8549,9,5914,5,"['14', '14']","['14', '14']"
8550,1,5914,6,"['16', '14']","['16', '14']"
8551,7,5914,7,['24'],['24']
8552,6,5914,8,['24'],['24']
8553,5,5914,9,['26'],['26']
8554,4,5914,10,['24'],['24']
8555,9,5915,0,"['26', '24']","['26', '24']"
8556,9,5915,1,['26'],['26']
8557,8,5915,2,"['14', '14']","['14', '14']"
8558,7,5915,3,['16'],['16']
8559,6,5915,4,['26'],['26']
8560,5,5915,5,['24'],['24']
8561,5,5915,6,['24'],['24']
8562,1,5915,7,"['14', '16']","['14', '16']"
8563,4,5915,8,"['24', '24']","['24', '24']"
8564,8,5915,9,['14'],['14']
8565,5,5915,10,['24'],['24']
8566,9,5916,0,['26'],['26']
8567,8,5916,1,['24'],['24']
8568,8,5916,2,"['24', '24']","['24', '24']"
8569,7,5916,3,"['16', '14']","['16', '14']"
8570,9,5916,4,['26'],['26']
8571,6,5916,5,['14'],['14']
8572,8,5916,6,['24'],['24']
8573,5,5916,7,"['26', '24']","['26', '24']"
8574,6,5916,8,"['14', '14']","['14', '14']"
8575,4,5916,9,['24'],['24']
8576,3,5916,10,['16'],['16']
8577,9,5917,0,"['14', '14']","['14', '14']"
8578,8,5917,1,['26'],['26']
8579,7,5917,2,['24'],['24']
8580,7,5917,3,['24'],['24']
8581,9,5917,4,['14'],['14']
8582,6,5917,5,"['24', '24']","['24', '24']"
8583,8,5917,6,['26'],['26']
8584,7,5917,7,['24'],['24']
8585,5,5917,8,['16'],['16']
8586,1,5917,9,"['14', '16']","['14', '16']"
8587,8,5917,10,"['24', '26']","['24', '26']"
8588,9,5918,0,"['26', '24']","['26', '24']"
8589,8,5918,1,"['16', '14']","['16', '14']"
8590,8,5918,2,['16'],['16']
8591,7,5918,3,"['14', '14']","['14', '14']"
8592,7,5918,4,['14'],['14']
8593,6,5918,5,['24'],['24']
8594,6,5918,6,['24'],['24']
8595,6,5918,7,['24'],['24']
8596,9,5918,8,['26'],['26']
8597,5,5918,9,['26'],['26']
8598,4,5918,10,"['24', '24']","['24', '24']"
8599,9,5919,0,['24'],['24']
8600,8,5919,1,['14'],['14']
8601,7,5919,2,['16'],['16']
8602,9,5919,3,['24'],['24']
8603,6,5919,4,['26'],['26']
8604,6,5919,5,['26'],['26']
8605,9,5919,6,['24'],['24']
8606,5,5919,7,"['14', '16']","['14', '16']"
8607,9,5919,8,"['24', '24']","['24', '24']"
8608,1,5919,9,"['26', '24']","['26', '24']"
8609,8,5919,10,"['14', '14']","['14', '14']"
8610,9,5920,0,['24'],['24']
8611,9,5920,1,"['24', '24']","['24', '24']"
8612,9,5920,2,['24'],['24']
8613,9,5920,3,['24'],['24']
8614,8,5920,4,['26'],['26']
8615,7,5920,5,"['26', '24']","['26', '24']"
8616,6,5920,6,"['14', '14']","['14', '14']"
8617,6,5920,7,['14'],['14']
8618,5,5920,8,"['14', '16']","['14', '16']"
8619,4,5920,9,['16'],['16']
8620,8,5920,10,['26'],['26']
8621,9,5921,0,['24'],['24']
8622,9,5921,1,"['24', '24']","['24', '24']"
8623,8,5921,2,"['26', '24']","['26', '24']"
8624,8,5921,3,['26'],['26']
8625,7,5921,4,['14'],['14']
8626,9,5921,5,['24'],['24']
8627,6,5921,6,['16'],['16']
8628,9,5921,7,['24'],['24']
8629,5,5921,8,"['14', '16']","['14', '16']"
8630,4,5921,9,['26'],['26']
8631,7,5921,10,"['14', '14']","['14', '14']"
8632,9,5922,0,['16'],['16']
8633,8,5922,1,['24'],['24']
8634,7,5922,2,"['14', '14']","['14', '14']"
8635,6,5922,3,"['16', '14']","['16', '14']"
8636,8,5922,4,['24'],['24']
8637,5,5922,5,"['26', '24']","['26', '24']"
8638,8,5922,6,"['24', '24']","['24', '24']"
8639,7,5922,7,['14'],['14']
8640,4,5922,8,['26'],['26']
8641,3,5922,9,['26'],['26']
8642,2,5922,10,['24'],['24']
8643,9,5923,0,"['24', '26']","['24', '26']"
8644,8,5923,1,['16'],['16']
8645,9,5923,2,['24'],['24']
8646,7,5923,3,"['14', '14']","['14', '14']"
8647,7,5923,4,['14'],['14']
8648,9,5923,5,['24'],['24']
8649,6,5923,6,['26'],['26']
8650,6,5923,7,['26'],['26']
8651,5,5923,8,"['16', '14']","['16', '14']"
8652,4,5923,9,['24'],['24']
8653,1,5923,10,"['24', '24']","['24', '24']"
8654,9,5924,0,['16'],['16']
8655,8,5924,1,['26'],['26']
8656,8,5924,2,['26'],['26']
8657,7,5924,3,"['14', '14']","['14', '14']"
8658,7,5924,4,['14'],['14']
8659,6,5924,5,['24'],['24']
8660,6,5924,6,['24'],['24']
8661,5,5924,7,"['26', '24']","['26', '24']"
8662,4,5924,8,"['24', '24']","['24', '24']"
8663,6,5924,9,['24'],['24']
8664,1,5924,10,"['16', '14']","['16', '14']"
8665,9,5925,0,['24'],['24']
8666,9,5925,1,['24'],['24']
8667,8,5925,2,"['14', '14']","['14', '14']"
8668,7,5925,3,"['24', '26']","['24', '26']"
8669,6,5925,4,['16'],['16']
8670,5,5925,5,['26'],['26']
8671,8,5925,6,['14'],['14']
8672,9,5925,7,"['24', '24']","['24', '24']"
8673,9,5925,8,['24'],['24']
8674,5,5925,9,['26'],['26']
8675,1,5925,10,"['16', '14']","['16', '14']"
8676,9,5926,0,['26'],['26']
8677,8,5926,1,['16'],['16']
8678,7,5926,2,['14'],['14']
8679,6,5926,3,"['24', '26']","['24', '26']"
8680,5,5926,4,"['14', '16']","['14', '16']"
8681,9,5926,5,['26'],['26']
8682,6,5926,6,['24'],['24']
8683,4,5926,7,"['24', '24']","['24', '24']"
8684,3,5926,8,['24'],['24']
8685,7,5926,9,"['14', '14']","['14', '14']"
8686,2,5926,10,['24'],['24']
8687,9,5927,0,['24'],['24']
8688,8,5927,1,['26'],['26']
8689,7,5927,2,"['16', '14']","['16', '14']"
8690,8,5927,3,['26'],['26']
8691,9,5927,4,['24'],['24']
8692,9,5927,5,['24'],['24']
8693,6,5927,6,['16'],['16']
8694,5,5927,7,"['14', '14']","['14', '14']"
8695,5,5927,8,['14'],['14']
8696,9,5927,9,"['24', '24']","['24', '24']"
8697,1,5927,10,"['24', '26']","['24', '26']"
8698,9,5928,0,['24'],['24']
8699,9,5928,1,"['24', '24']","['24', '24']"
8700,8,5928,2,"['24', '26']","['24', '26']"
8701,7,5928,3,"['14', '14']","['14', '14']"
8702,9,5928,4,['24'],['24']
8703,6,5928,5,['26'],['26']
8704,9,5928,6,['24'],['24']
8705,5,5928,7,"['16', '14']","['16', '14']"
8706,7,5928,8,['14'],['14']
8707,6,5928,9,['26'],['26']
8708,4,5928,10,['16'],['16']
8709,9,5929,0,"['24', '24']","['24', '24']"
8710,8,5929,1,['16'],['16']
8711,7,5929,2,['26'],['26']
8712,6,5929,3,"['14', '14']","['14', '14']"
8713,7,5929,4,['26'],['26']
8714,6,5929,5,['14'],['14']
8715,5,5929,6,"['26', '24']","['26', '24']"
8716,9,5929,7,['24'],['24']
8717,9,5929,8,['24'],['24']
8718,1,5929,9,"['16', '14']","['16', '14']"
8719,9,5929,10,['24'],['24']
8720,9,5930,0,['24'],['24']
8721,8,5930,1,"['14', '14']","['14', '14']"
8722,7,5930,2,"['24', '26']","['24', '26']"
8723,9,5930,3,['24'],['24']
8724,6,5930,4,['26'],['26']
8725,5,5930,5,['16'],['16']
8726,6,5930,6,['26'],['26']
8727,1,5930,7,"['16', '14']","['16', '14']"
8728,9,5930,8,['24'],['24']
8729,8,5930,9,['14'],['14']
8730,9,5930,10,"['24', '24']","['24', '24']"
8731,9,5931,0,['26'],['26']
8732,8,5931,1,['24'],['24']
8733,8,5931,2,['24'],['24']
8734,7,5931,3,['14'],['14']
8735,9,5931,4,['26'],['26']
8736,8,5931,5,['24'],['24']
8737,6,5931,6,"['24', '24']","['24', '24']"
8738,5,5931,7,"['14', '16']","['14', '16']"
8739,7,5931,8,"['14', '14']","['14', '14']"
8740,1,5931,9,"['26', '24']","['26', '24']"
8741,4,5931,10,['16'],['16']
8742,9,5932,0,['24'],['24']
8743,9,5932,1,"['24', '24']","['24', '24']"
8744,8,5932,2,['26'],['26']
8745,9,5932,3,['24'],['24']
8746,7,5932,4,['14'],['14']
8747,8,5932,5,['26'],['26']
8748,6,5932,6,['16'],['16']
8749,5,5932,7,"['14', '16']","['14', '16']"
8750,9,5932,8,['24'],['24']
8751,1,5932,9,"['26', '24']","['26', '24']"
8752,7,5932,10,"['14', '14']","['14', '14']"
8753,9,5933,0,"['14', '14']","['14', '14']"
8754,9,5933,1,['14'],['14']
8755,8,5933,2,['26'],['26']
8756,7,5933,3,"['16', '14']","['16', '14']"
8757,6,5933,4,['16'],['16']
8758,5,5933,5,['24'],['24']
8759,5,5933,6,['24'],['24']
8760,1,5933,7,"['26', '24']","['26', '24']"
8761,5,5933,8,['24'],['24']
8762,8,5933,9,['26'],['26']
8763,4,5933,10,"['24', '24']","['24', '24']"
8764,9,5934,0,"['14', '14']","['14', '14']"
8765,9,5934,1,['14'],['14']
8766,8,5934,2,['26'],['26']
8767,7,5934,3,"['24', '24']","['24', '24']"
8768,6,5934,4,['16'],['16']
8769,7,5934,5,['24'],['24']
8770,5,5934,6,"['26', '24']","['26', '24']"
8771,8,5934,7,['26'],['26']
8772,1,5934,8,"['14', '16']","['14', '16']"
8773,4,5934,9,['24'],['24']
8774,4,5934,10,['24'],['24']
8775,9,5935,0,['14'],['14']
8776,8,5935,1,['24'],['24']
8777,8,5935,2,['24'],['24']
8778,7,5935,3,['16'],['16']
8779,6,5935,4,['26'],['26']
8780,6,5935,5,['26'],['26']
8781,5,5935,6,"['26', '24']","['26', '24']"
8782,1,5935,7,"['14', '16']","['14', '16']"
8783,8,5935,8,['24'],['24']
8784,9,5935,9,"['14', '14']","['14', '14']"
8785,4,5935,10,"['24', '24']","['24', '24']"
8786,9,5936,0,['26'],['26']
8787,8,5936,1,"['26', '24']","['26', '24']"
8788,7,5936,2,"['14', '16']","['14', '16']"
8789,6,5936,3,['24'],['24']
8790,9,5936,4,['26'],['26']
8791,5,5936,5,"['14', '14']","['14', '14']"
8792,6,5936,6,['24'],['24']
8793,4,5936,7,"['24', '24']","['24', '24']"
8794,3,5936,8,['16'],['16']
8795,6,5936,9,['24'],['24']
8796,7,5936,10,['14'],['14']
8797,9,5937,0,"['14', '14']","['14', '14']"
8798,8,5937,1,['24'],['24']
8799,9,5937,2,['14'],['14']
8800,7,5937,3,"['14', '16']","['14', '16']"
8801,8,5937,4,"['24', '24']","['24', '24']"
8802,6,5937,5,"['26', '24']","['26', '24']"
8803,8,5937,6,['24'],['24']
8804,5,5937,7,['24'],['24']
8805,4,5937,8,['26'],['26']
8806,3,5937,9,['16'],['16']
8807,2,5937,10,['26'],['26']
8808,9,5938,0,"['14', '16']","['14', '16']"
8809,8,5938,1,"['24', '24']","['24', '24']"
8810,8,5938,2,['24'],['24']
8811,7,5938,3,"['24', '26']","['24', '26']"
8812,6,5938,4,['16'],['16']
8813,5,5938,5,['26'],['26']
8814,5,5938,6,['26'],['26']
8815,9,5938,7,"['14', '14']","['14', '14']"
8816,4,5938,8,['14'],['14']
8817,8,5938,9,['24'],['24']
8818,7,5938,10,['24'],['24']
8819,9,5939,0,['26'],['26']
8820,8,5939,1,['16'],['16']
8821,7,5939,2,"['14', '16']","['14', '16']"
8822,6,5939,3,['24'],['24']
8823,7,5939,4,['14'],['14']
8824,5,5939,5,"['14', '14']","['14', '14']"
8825,6,5939,6,['24'],['24']
8826,9,5939,7,['26'],['26']
8827,4,5939,8,"['24', '24']","['24', '24']"
8828,1,5939,9,"['24', '26']","['24', '26']"
8829,6,5939,10,['24'],['24']
8830,9,5940,0,"['24', '24']","['24', '24']"
8831,8,5940,1,"['14', '16']","['14', '16']"
8832,9,5940,2,['24'],['24']
8833,7,5940,3,['26'],['26']
8834,6,5940,4,"['24', '26']","['24', '26']"
8835,8,5940,5,"['14', '14']","['14', '14']"
8836,5,5940,6,['16'],['16']
8837,7,5940,7,['26'],['26']
8838,9,5940,8,['24'],['24']
8839,4,5940,9,['14'],['14']
8840,9,5940,10,['24'],['24']
8841,9,5941,0,['26'],['26']
8842,8,5941,1,['14'],['14']
8843,8,5941,2,"['14', '14']","['14', '14']"
8844,7,5941,3,"['16', '14']","['16', '14']"
8845,6,5941,4,['16'],['16']
8846,5,5941,5,['24'],['24']
8847,5,5941,6,"['24', '24']","['24', '24']"
8848,4,5941,7,['24'],['24']
8849,9,5941,8,['26'],['26']
8850,1,5941,9,"['24', '26']","['24', '26']"
8851,4,5941,10,['24'],['24']
8852,9,5942,0,"['14', '14']","['14', '14']"
8853,8,5942,1,['24'],['24']
8854,8,5942,2,"['24', '24']","['24', '24']"
8855,7,5942,3,"['26', '24']","['26', '24']"
8856,6,5942,4,['16'],['16']
8857,8,5942,5,['24'],['24']
8858,5,5942,6,['26'],['26']
8859,1,5942,7,"['16', '14']","['16', '14']"
8860,9,5942,8,['14'],['14']
8861,4,5942,9,['24'],['24']
8862,5,5942,10,['26'],['26']
8863,9,5943,0,['24'],['24']
8864,8,5943,1,['16'],['16']
8865,9,5943,2,['24'],['24']
8866,7,5943,3,"['24', '26']","['24', '26']"
8867,6,5943,4,['26'],['26']
8868,5,5943,5,['14'],['14']
8869,6,5943,6,['26'],['26']
8870,5,5943,7,"['14', '14']","['14', '14']"
8871,9,5943,8,"['24', '24']","['24', '24']"
8872,9,5943,9,['24'],['24']
8873,1,5943,10,"['14', '16']","['14', '16']"
8874,9,5944,0,"['14', '16']","['14', '16']"
8875,8,5944,1,['16'],['16']
8876,7,5944,2,['26'],['26']
8877,6,5944,3,"['26', '24']","['26', '24']"
8878,7,5944,4,['26'],['26']
8879,5,5944,5,"['24', '24']","['24', '24']"
8880,9,5944,6,"['14', '14']","['14', '14']"
8881,5,5944,7,['24'],['24']
8882,4,5944,8,['24'],['24']
8883,3,5944,9,['14'],['14']
8884,4,5944,10,['24'],['24']
8885,9,5945,0,"['14', '14']","['14', '14']"
8886,8,5945,1,['16'],['16']
8887,7,5945,2,['24'],['24']
8888,7,5945,3,['24'],['24']
8889,7,5945,4,['24'],['24']
8890,6,5945,5,['26'],['26']
8891,5,5945,6,"['24', '24']","['24', '24']"
8892,1,5945,7,"['26', '24']","['26', '24']"
8893,6,5945,8,['26'],['26']
8894,9,5945,9,"['14', '16']","['14', '16']"
8895,4,5945,10,['14'],['14']
8896,9,5946,0,['14'],['14']
8897,8,5946,1,['16'],['16']
8898,7,5946,2,"['26', '24']","['26', '24']"
8899,9,5946,3,"['14', '14']","['14', '14']"
8900,6,5946,4,"['14', '16']","['14', '16']"
8901,5,5946,5,['24'],['24']
8902,5,5946,6,['24'],['24']
8903,4,5946,7,['26'],['26']
8904,3,5946,8,['26'],['26']
8905,1,5946,9,"['24', '24']","['24', '24']"
8906,5,5946,10,['24'],['24']
8907,9,5947,0,['26'],['26']
8908,8,5947,1,['16'],['16']
8909,7,5947,2,"['16', '14']","['16', '14']"
8910,6,5947,3,['24'],['24']
8911,5,5947,4,['14'],['14']
8912,6,5947,5,['24'],['24']
8913,5,5947,6,"['14', '14']","['14', '14']"
8914,6,5947,7,['24'],['24']
8915,9,5947,8,['26'],['26']
8916,4,5947,9,"['24', '24']","['24', '24']"
8917,1,5947,10,"['24', '26']","['24', '26']"
8918,9,5948,0,"['24', '26']","['24', '26']"
8919,8,5948,1,['26'],['26']
8920,9,5948,2,['24'],['24']
8921,7,5948,3,"['24', '24']","['24', '24']"
8922,6,5948,4,['16'],['16']
8923,5,5948,5,['14'],['14']
8924,1,5948,6,"['14', '16']","['14', '16']"
8925,9,5948,7,['24'],['24']
8926,5,5948,8,"['14', '14']","['14', '14']"
8927,7,5948,9,['24'],['24']
8928,8,5948,10,['26'],['26']
8929,9,5949,0,"['24', '24']","['24', '24']"
8930,8,5949,1,['26'],['26']
8931,7,5949,2,"['14', '14']","['14', '14']"
8932,7,5949,3,['14'],['14']
8933,9,5949,4,['24'],['24']
8934,6,5949,5,['16'],['16']
8935,9,5949,6,['24'],['24']
8936,5,5949,7,"['16', '14']","['16', '14']"
8937,1,5949,8,"['24', '26']","['24', '26']"
8938,8,5949,9,['26'],['26']
8939,9,5949,10,['24'],['24']
8940,9,5950,0,['24'],['24']
8941,9,5950,1,"['24', '24']","['24', '24']"
8942,8,5950,2,['16'],['16']
8943,7,5950,3,['14'],['14']
8944,6,5950,4,"['14', '16']","['14', '16']"
8945,7,5950,5,"['14', '14']","['14', '14']"
8946,5,5950,6,['26'],['26']
8947,5,5950,7,['26'],['26']
8948,9,5950,8,['24'],['24']
8949,9,5950,9,['24'],['24']
8950,1,5950,10,"['24', '26']","['24', '26']"
8951,9,5951,0,['14'],['14']
8952,8,5951,1,['26'],['26']
8953,7,5951,2,['16'],['16']
8954,6,5951,3,['24'],['24']
8955,6,5951,4,['24'],['24']
8956,5,5951,5,"['14', '16']","['14', '16']"
8957,6,5951,6,['24'],['24']
8958,8,5951,7,['26'],['26']
8959,1,5951,8,"['26', '24']","['26', '24']"
8960,9,5951,9,"['14', '14']","['14', '14']"
8961,4,5951,10,"['24', '24']","['24', '24']"
8962,9,5952,0,['14'],['14']
8963,8,5952,1,"['24', '24']","['24', '24']"
8964,7,5952,2,"['26', '24']","['26', '24']"
8965,8,5952,3,['24'],['24']
8966,9,5952,4,"['14', '14']","['14', '14']"
8967,8,5952,5,['24'],['24']
8968,6,5952,6,['26'],['26']
8969,5,5952,7,"['14', '16']","['14', '16']"
8970,4,5952,8,['24'],['24']
8971,6,5952,9,['26'],['26']
8972,3,5952,10,['16'],['16']
8973,9,5953,0,['14'],['14']
8974,9,5953,1,"['14', '14']","['14', '14']"
8975,8,5953,2,['26'],['26']
8976,7,5953,3,"['26', '24']","['26', '24']"
8977,6,5953,4,['24'],['24']
8978,8,5953,5,['26'],['26']
8979,6,5953,6,"['24', '24']","['24', '24']"
8980,5,5953,7,"['14', '16']","['14', '16']"
8981,4,5953,8,['24'],['24']
8982,4,5953,9,['24'],['24']
8983,3,5953,10,['16'],['16']
8984,9,5954,0,['14'],['14']
8985,9,5954,1,"['14', '14']","['14', '14']"
8986,8,5954,2,['26'],['26']
8987,7,5954,3,['16'],['16']
8988,6,5954,4,"['26', '24']","['26', '24']"
8989,5,5954,5,"['14', '16']","['14', '16']"
8990,4,5954,6,['24'],['24']
8991,4,5954,7,['24'],['24']
8992,3,5954,8,['24'],['24']
8993,1,5954,9,"['24', '24']","['24', '24']"
8994,8,5954,10,['26'],['26']
8995,9,5955,0,"['24', '24']","['24', '24']"
8996,9,5955,1,['24'],['24']
8997,8,5955,2,"['14', '16']","['14', '16']"
8998,8,5955,3,['14'],['14']
8999,7,5955,4,['26'],['26']
9000,6,5955,5,"['24', '26']","['24', '26']"
9001,5,5955,6,['16'],['16']
9002,7,5955,7,['26'],['26']
9003,4,5955,8,"['14', '14']","['14', '14']"
9004,9,5955,9,['24'],['24']
9005,9,5955,10,['24'],['24']
