,instance_id,original_length,terminated_at_step,solved,tried,percentage
288,5288,23,19,0,1,0.0
289,5289,23,16,0,1,0.0
290,5290,23,23,1,1,0.0013245033112582781
291,5291,23,18,0,1,0.0
292,5292,23,12,0,1,0.0
293,5293,23,23,1,1,0.0013245033112582781
294,5294,23,14,0,1,0.0
295,5295,23,17,0,1,0.0
296,5296,23,16,0,1,0.0
297,5297,23,23,1,1,0.0013245033112582781
298,5298,23,17,0,1,0.0
299,5299,23,13,0,1,0.0
300,5300,23,13,0,1,0.0
301,5301,23,23,1,1,0.0013245033112582781
302,5302,23,17,0,1,0.0
303,5303,23,17,0,1,0.0
304,5304,23,23,1,1,0.0013245033112582781
305,5305,23,23,1,1,0.0013245033112582781
306,5306,23,20,0,1,0.0
307,5307,23,17,0,1,0.0
308,5308,23,12,0,1,0.0
309,5309,23,19,0,1,0.0
310,5310,23,23,1,1,0.0013245033112582781
311,5311,23,18,0,1,0.0
312,5312,23,16,0,1,0.0
313,5313,23,18,0,1,0.0
314,5314,23,21,0,1,0.0
315,5315,23,23,1,1,0.0013245033112582781
316,5316,23,20,0,1,0.0
317,5317,23,23,1,1,0.0013245033112582781
318,5318,23,14,0,1,0.0
319,5319,23,23,1,1,0.0013245033112582781
320,5320,23,23,1,1,0.0013245033112582781
321,5321,23,23,1,1,0.0013245033112582781
322,5322,23,17,0,1,0.0
323,5323,23,19,0,1,0.0
324,5324,23,23,1,1,0.0013245033112582781
325,5325,23,17,0,1,0.0
326,5326,23,20,0,1,0.0
327,5327,23,23,1,1,0.0013245033112582781
328,5328,23,20,0,1,0.0
329,5329,23,16,0,1,0.0
330,5330,23,18,0,1,0.0
331,5331,23,16,0,1,0.0
332,5332,23,14,0,1,0.0
333,5333,23,22,0,1,0.0
334,5334,23,23,1,1,0.0013245033112582781
335,5335,23,23,1,1,0.0013245033112582781
336,5336,23,23,1,1,0.0013245033112582781
337,5337,23,23,1,1,0.0013245033112582781
338,5338,23,22,0,1,0.0
339,5339,23,23,1,1,0.0013245033112582781
340,5340,23,15,0,1,0.0
341,5341,23,23,1,1,0.0013245033112582781
342,5342,23,15,0,1,0.0
343,5343,23,14,0,1,0.0
344,5344,23,12,0,1,0.0
345,5345,23,16,0,1,0.0
346,5346,23,19,0,1,0.0
347,5347,23,23,1,1,0.0013245033112582781
348,5348,23,19,0,1,0.0
349,5349,23,18,0,1,0.0
350,5350,23,23,1,1,0.0013245033112582781
351,5351,23,18,0,1,0.0
352,5352,23,23,1,1,0.0013245033112582781
353,5353,23,23,1,1,0.0013245033112582781
354,5354,23,18,0,1,0.0
355,5355,23,23,1,1,0.0013245033112582781
356,5356,23,15,0,1,0.0
357,5357,23,21,0,1,0.0
358,5358,23,18,0,1,0.0
359,5359,23,23,1,1,0.0013245033112582781
360,5360,23,15,0,1,0.0
361,5361,23,22,0,1,0.0
362,5362,23,23,1,1,0.0013245033112582781
363,5363,23,23,1,1,0.0013245033112582781
364,5364,23,23,1,1,0.0013245033112582781
365,5365,23,20,0,1,0.0
366,5366,23,12,0,1,0.0
367,5367,23,22,0,1,0.0
368,5368,23,14,0,1,0.0
369,5369,23,20,0,1,0.0
370,5370,23,23,1,1,0.0013245033112582781
371,5371,23,23,1,1,0.0013245033112582781
372,5372,23,23,1,1,0.0013245033112582781
373,5373,23,19,0,1,0.0
374,5374,23,19,0,1,0.0
375,5375,23,21,0,1,0.0
376,5376,23,20,0,1,0.0
377,5377,23,12,0,1,0.0
378,5378,23,23,1,1,0.0013245033112582781
379,5379,23,23,1,1,0.0013245033112582781
380,5380,23,23,1,1,0.0013245033112582781
381,5381,23,20,0,1,0.0
382,5382,23,13,0,1,0.0
383,5383,23,23,1,1,0.0013245033112582781
384,5384,23,23,1,1,0.0013245033112582781
385,5385,23,23,1,1,0.0013245033112582781
386,5386,23,17,0,1,0.0
387,5387,23,18,0,1,0.0
388,5388,23,22,0,1,0.0
389,5389,23,15,0,1,0.0
390,5390,23,23,1,1,0.0013245033112582781
391,5391,23,18,0,1,0.0
392,5392,23,16,0,1,0.0
393,5393,23,14,0,1,0.0
394,5394,23,20,0,1,0.0
395,5395,23,23,1,1,0.0013245033112582781
396,5396,23,20,0,1,0.0
397,5397,23,23,1,1,0.0013245033112582781
398,5398,23,21,0,1,0.0
399,5399,23,19,0,1,0.0
