,action,instance_id,step,type,strtype
320,9,5035,5,"['14', '14']","['14', '14']"
321,4,5035,6,['14'],['14']
322,6,5035,7,"['26', '24']","['26', '24']"
323,3,5035,8,['24'],['24']
324,5,5036,0,['16'],['16']
325,8,5036,1,"['24', '24']","['24', '24']"
326,4,5036,2,"['24', '24']","['24', '24']"
327,9,5036,3,['24'],['24']
328,2,5036,4,['26'],['26']
329,9,5036,5,['14'],['14']
330,6,5036,6,"['24', '26']","['24', '26']"
331,9,5036,7,"['14', '14']","['14', '14']"
332,1,5036,8,"['16', '14']","['16', '14']"
333,3,5037,0,['26'],['26']
334,8,5037,1,"['24', '24']","['24', '24']"
335,9,5037,2,['14'],['14']
336,7,5037,3,"['14', '16']","['14', '16']"
337,6,5037,4,"['24', '26']","['24', '26']"
338,4,5037,5,"['24', '24']","['24', '24']"
339,8,5037,6,['24'],['24']
340,5,5037,7,['16'],['16']
341,9,5037,8,"['14', '14']","['14', '14']"
342,9,5038,0,['14'],['14']
343,2,5038,1,['26'],['26']
344,9,5038,2,"['14', '14']","['14', '14']"
345,8,5038,3,['24'],['24']
346,5,5038,4,['16'],['16']
347,8,5038,5,"['24', '24']","['24', '24']"
348,4,5038,6,"['24', '24']","['24', '24']"
349,6,5038,7,"['26', '24']","['26', '24']"
350,1,5038,8,"['16', '14']","['16', '14']"
351,3,5039,0,['26'],['26']
352,4,5039,1,['14'],['14']
353,6,5039,2,"['26', '24']","['26', '24']"
354,7,5039,3,"['14', '16']","['14', '16']"
355,1,5039,4,"['24', '24']","['24', '24']"
356,5,5039,5,['16'],['16']
357,4,5039,6,['24'],['24']
358,9,5039,7,"['14', '14']","['14', '14']"
359,8,5039,8,"['24', '24']","['24', '24']"
360,8,5040,0,"['24', '24']","['24', '24']"
361,5,5040,1,['16'],['16']
362,4,5040,2,"['24', '24']","['24', '24']"
363,6,5040,3,"['24', '26']","['24', '26']"
364,8,5040,4,['24'],['24']
365,9,5040,5,"['14', '14']","['14', '14']"
366,2,5040,6,['26'],['26']
367,9,5040,7,['14'],['14']
368,1,5040,8,"['14', '16']","['14', '16']"
369,7,5041,0,"['14', '16']","['14', '16']"
370,5,5041,1,['16'],['16']
371,9,5041,2,"['14', '14']","['14', '14']"
372,1,5041,3,"['24', '24']","['24', '24']"
373,9,5041,4,['24'],['24']
374,8,5041,5,"['24', '24']","['24', '24']"
375,6,5041,6,"['24', '26']","['24', '26']"
376,3,5041,7,['26'],['26']
377,4,5041,8,['14'],['14']
378,6,5042,0,"['24', '26']","['24', '26']"
379,9,5042,1,['14'],['14']
380,7,5042,2,"['14', '16']","['14', '16']"
381,8,5042,3,['24'],['24']
382,3,5042,4,['26'],['26']
383,9,5042,5,"['14', '14']","['14', '14']"
384,4,5042,6,"['24', '24']","['24', '24']"
385,8,5042,7,"['24', '24']","['24', '24']"
386,1,5042,8,['16'],['16']
387,4,5043,0,"['24', '24']","['24', '24']"
388,8,5043,1,"['24', '24']","['24', '24']"
389,2,5043,2,['26'],['26']
390,8,5043,3,['24'],['24']
391,9,5043,4,['14'],['14']
392,9,5043,5,"['14', '14']","['14', '14']"
393,7,5043,6,"['14', '16']","['14', '16']"
394,6,5043,7,"['26', '24']","['26', '24']"
395,1,5043,8,['16'],['16']
396,9,5044,0,"['14', '14']","['14', '14']"
397,6,5044,1,"['24', '26']","['24', '26']"
398,5,5044,2,['16'],['16']
399,2,5044,3,['26'],['26']
400,1,5044,4,"['24', '24']","['24', '24']"
401,7,5044,5,"['14', '16']","['14', '16']"
402,4,5044,6,['24'],['24']
403,9,5044,7,['14'],['14']
404,8,5044,8,"['24', '24']","['24', '24']"
405,5,5045,0,['16'],['16']
406,2,5045,1,['26'],['26']
407,9,5045,2,['24'],['24']
408,1,5045,3,"['24', '24']","['24', '24']"
409,9,5045,4,['14'],['14']
410,7,5045,5,"['14', '16']","['14', '16']"
411,4,5045,6,"['14', '14']","['14', '14']"
412,6,5045,7,"['26', '24']","['26', '24']"
413,8,5045,8,"['24', '24']","['24', '24']"
414,7,5046,0,"['16', '14']","['16', '14']"
415,1,5046,1,"['24', '24']","['24', '24']"
416,6,5046,2,"['24', '26']","['24', '26']"
417,3,5046,3,['26'],['26']
418,4,5046,4,"['14', '14']","['14', '14']"
419,5,5046,5,['16'],['16']
420,9,5046,6,['14'],['14']
421,8,5046,7,"['24', '24']","['24', '24']"
422,2,5046,8,['24'],['24']
423,7,5047,0,"['16', '14']","['16', '14']"
424,1,5047,1,['26'],['26']
425,6,5047,2,"['26', '24']","['26', '24']"
426,3,5047,3,['16'],['16']
427,8,5047,4,['24'],['24']
428,4,5047,5,"['24', '24']","['24', '24']"
429,9,5047,6,['14'],['14']
430,8,5047,7,"['24', '24']","['24', '24']"
431,9,5047,8,"['14', '14']","['14', '14']"
432,5,5048,0,['16'],['16']
433,1,5048,1,"['24', '24']","['24', '24']"
434,4,5048,2,['24'],['24']
435,3,5048,3,['26'],['26']
436,6,5048,4,"['26', '24']","['26', '24']"
437,4,5048,5,['14'],['14']
438,8,5048,6,"['24', '24']","['24', '24']"
439,7,5048,7,"['14', '16']","['14', '16']"
440,9,5048,8,"['14', '14']","['14', '14']"
441,9,5049,0,"['14', '14']","['14', '14']"
442,8,5049,1,"['24', '24']","['24', '24']"
443,5,5049,2,['16'],['16']
444,4,5049,3,['24'],['24']
445,1,5049,4,"['24', '24']","['24', '24']"
446,6,5049,5,"['26', '24']","['26', '24']"
447,7,5049,6,"['14', '16']","['14', '16']"
448,4,5049,7,['14'],['14']
449,2,5049,8,['26'],['26']
450,6,5050,0,"['24', '26']","['24', '26']"
451,2,5050,1,['26'],['26']
452,8,5050,2,"['24', '24']","['24', '24']"
453,1,5050,3,"['24', '24']","['24', '24']"
454,9,5050,4,"['14', '14']","['14', '14']"
455,5,5050,5,['16'],['16']
456,4,5050,6,['14'],['14']
457,4,5050,7,['24'],['24']
458,7,5050,8,"['14', '16']","['14', '16']"
459,9,5051,0,['14'],['14']
460,2,5051,1,['26'],['26']
461,8,5051,2,"['24', '24']","['24', '24']"
462,5,5051,3,['16'],['16']
463,4,5051,4,"['14', '14']","['14', '14']"
464,7,5051,5,"['16', '14']","['16', '14']"
465,6,5051,6,"['26', '24']","['26', '24']"
466,9,5051,7,['24'],['24']
467,1,5051,8,"['24', '24']","['24', '24']"
468,6,5052,0,"['24', '26']","['24', '26']"
469,8,5052,1,"['24', '24']","['24', '24']"
470,9,5052,2,"['14', '14']","['14', '14']"
471,7,5052,3,"['16', '14']","['16', '14']"
472,5,5052,4,['16'],['16']
473,4,5052,5,['14'],['14']
474,1,5052,6,"['24', '24']","['24', '24']"
475,4,5052,7,['24'],['24']
476,3,5052,8,['26'],['26']
477,8,5053,0,"['24', '24']","['24', '24']"
478,9,5053,1,['14'],['14']
479,9,5053,2,['24'],['24']
480,6,5053,3,"['24', '26']","['24', '26']"
481,7,5053,4,"['16', '14']","['16', '14']"
482,1,5053,5,"['24', '24']","['24', '24']"
483,4,5053,6,"['14', '14']","['14', '14']"
484,5,5053,7,['16'],['16']
485,3,5053,8,['26'],['26']
486,9,5054,0,['14'],['14']
487,8,5054,1,"['24', '24']","['24', '24']"
488,9,5054,2,"['14', '14']","['14', '14']"
489,5,5054,3,['16'],['16']
490,4,5054,4,['24'],['24']
491,6,5054,5,"['26', '24']","['26', '24']"
492,1,5054,6,"['24', '24']","['24', '24']"
493,3,5054,7,['26'],['26']
494,7,5054,8,"['14', '16']","['14', '16']"
495,8,5055,0,['24'],['24']
496,3,5055,1,['26'],['26']
497,8,5055,2,"['24', '24']","['24', '24']"
498,9,5055,3,['14'],['14']
499,5,5055,4,['16'],['16']
500,7,5055,5,"['16', '14']","['16', '14']"
501,4,5055,6,"['24', '24']","['24', '24']"
502,9,5055,7,"['14', '14']","['14', '14']"
503,1,5055,8,"['24', '26']","['24', '26']"
504,8,5056,0,['24'],['24']
505,8,5056,1,"['24', '24']","['24', '24']"
506,2,5056,2,['26'],['26']
507,4,5056,3,"['24', '24']","['24', '24']"
508,9,5056,4,"['14', '14']","['14', '14']"
509,5,5056,5,['16'],['16']
510,6,5056,6,"['26', '24']","['26', '24']"
511,9,5056,7,['14'],['14']
512,7,5056,8,"['14', '16']","['14', '16']"
513,9,5057,0,['14'],['14']
514,8,5057,1,['24'],['24']
515,5,5057,2,['16'],['16']
516,7,5057,3,"['14', '16']","['14', '16']"
517,4,5057,4,"['24', '24']","['24', '24']"
518,2,5057,5,['26'],['26']
519,8,5057,6,"['24', '24']","['24', '24']"
520,6,5057,7,"['26', '24']","['26', '24']"
521,9,5057,8,"['14', '14']","['14', '14']"
522,6,5058,0,"['24', '26']","['24', '26']"
523,4,5058,1,"['24', '24']","['24', '24']"
524,8,5058,2,"['24', '24']","['24', '24']"
525,2,5058,3,['26'],['26']
526,8,5058,4,['24'],['24']
527,9,5058,5,"['14', '14']","['14', '14']"
528,7,5058,6,"['16', '14']","['16', '14']"
529,9,5058,7,['14'],['14']
530,1,5058,8,['16'],['16']
531,9,5059,0,"['14', '14']","['14', '14']"
532,3,5059,1,['26'],['26']
533,4,5059,2,['24'],['24']
534,6,5059,3,"['24', '26']","['24', '26']"
535,7,5059,4,"['14', '16']","['14', '16']"
536,8,5059,5,"['24', '24']","['24', '24']"
537,1,5059,6,"['24', '24']","['24', '24']"
538,9,5059,7,['14'],['14']
539,5,5059,8,['16'],['16']
540,6,5060,0,"['24', '26']","['24', '26']"
541,2,5060,1,['26'],['26']
542,7,5060,2,"['16', '14']","['16', '14']"
543,8,5060,3,['24'],['24']
544,5,5060,4,['16'],['16']
545,8,5060,5,"['24', '24']","['24', '24']"
546,9,5060,6,"['14', '14']","['14', '14']"
547,4,5060,7,"['24', '24']","['24', '24']"
548,9,5060,8,['14'],['14']
549,7,5061,0,"['14', '16']","['14', '16']"
550,9,5061,1,['14'],['14']
551,6,5061,2,"['24', '26']","['24', '26']"
552,8,5061,3,['24'],['24']
553,3,5061,4,['26'],['26']
554,9,5061,5,"['14', '14']","['14', '14']"
555,5,5061,6,['16'],['16']
556,4,5061,7,"['24', '24']","['24', '24']"
557,1,5061,8,"['24', '24']","['24', '24']"
558,6,5062,0,"['26', '24']","['26', '24']"
559,8,5062,1,['24'],['24']
560,7,5062,2,"['16', '14']","['16', '14']"
561,8,5062,3,"['24', '24']","['24', '24']"
562,1,5062,4,"['24', '24']","['24', '24']"
563,9,5062,5,"['14', '14']","['14', '14']"
564,3,5062,6,['26'],['26']
565,5,5062,7,['16'],['16']
566,4,5062,8,['14'],['14']
567,9,5063,0,"['14', '14']","['14', '14']"
568,6,5063,1,"['26', '24']","['26', '24']"
569,1,5063,2,"['24', '24']","['24', '24']"
570,7,5063,3,"['14', '16']","['14', '16']"
571,3,5063,4,['26'],['26']
572,5,5063,5,['16'],['16']
573,4,5063,6,['14'],['14']
574,4,5063,7,['24'],['24']
575,8,5063,8,"['24', '24']","['24', '24']"
576,8,5064,0,"['24', '24']","['24', '24']"
577,9,5064,1,"['14', '14']","['14', '14']"
578,5,5064,2,['16'],['16']
579,6,5064,3,"['26', '24']","['26', '24']"
580,3,5064,4,['26'],['26']
581,4,5064,5,['14'],['14']
582,7,5064,6,"['16', '14']","['16', '14']"
583,1,5064,7,"['24', '24']","['24', '24']"
584,2,5064,8,['24'],['24']
585,8,5065,0,"['24', '24']","['24', '24']"
586,4,5065,1,"['24', '24']","['24', '24']"
587,8,5065,2,['24'],['24']
588,5,5065,3,['16'],['16']
589,7,5065,4,"['16', '14']","['16', '14']"
590,9,5065,5,['14'],['14']
591,3,5065,6,['26'],['26']
592,9,5065,7,"['14', '14']","['14', '14']"
593,6,5065,8,"['26', '24']","['26', '24']"
594,5,5066,0,['16'],['16']
595,9,5066,1,"['14', '14']","['14', '14']"
596,1,5066,2,['24'],['24']
597,1,5066,3,['14'],['14']
598,3,5066,4,['26'],['26']
599,7,5066,5,"['14', '16']","['14', '16']"
600,6,5066,6,"['26', '24']","['26', '24']"
601,4,5066,7,"['24', '24']","['24', '24']"
602,8,5066,8,"['24', '24']","['24', '24']"
603,9,5067,0,['24'],['24']
604,8,5067,1,"['24', '24']","['24', '24']"
605,1,5067,2,"['24', '24']","['24', '24']"
606,7,5067,3,"['16', '14']","['16', '14']"
607,9,5067,4,['14'],['14']
608,3,5067,5,['26'],['26']
609,5,5067,6,['16'],['16']
610,4,5067,7,"['14', '14']","['14', '14']"
611,6,5067,8,"['26', '24']","['26', '24']"
612,1,5068,0,"['24', '24']","['24', '24']"
613,5,5068,1,['16'],['16']
614,8,5068,2,"['24', '24']","['24', '24']"
615,9,5068,3,['14'],['14']
616,9,5068,4,"['14', '14']","['14', '14']"
617,7,5068,5,"['16', '14']","['16', '14']"
618,3,5068,6,['26'],['26']
619,2,5068,7,['24'],['24']
620,6,5068,8,"['24', '26']","['24', '26']"
621,8,5069,0,['24'],['24']
622,3,5069,1,['26'],['26']
623,7,5069,2,"['14', '16']","['14', '16']"
624,1,5069,3,"['24', '24']","['24', '24']"
625,6,5069,4,"['26', '24']","['26', '24']"
626,4,5069,5,"['14', '14']","['14', '14']"
627,5,5069,6,['16'],['16']
628,9,5069,7,['14'],['14']
629,8,5069,8,"['24', '24']","['24', '24']"
630,5,5070,0,['16'],['16']
631,2,5070,1,['26'],['26']
632,1,5070,2,"['24', '24']","['24', '24']"
633,8,5070,3,['24'],['24']
634,4,5070,4,"['24', '24']","['24', '24']"
635,9,5070,5,['14'],['14']
636,7,5070,6,"['14', '16']","['14', '16']"
637,9,5070,7,"['14', '14']","['14', '14']"
638,6,5070,8,"['24', '26']","['24', '26']"
639,4,5071,0,"['24', '24']","['24', '24']"
640,7,5071,1,"['16', '14']","['16', '14']"
641,6,5071,2,"['24', '26']","['24', '26']"
642,1,5071,3,['24'],['24']
643,1,5071,4,['14'],['14']
644,3,5071,5,['26'],['26']
645,9,5071,6,"['14', '14']","['14', '14']"
646,5,5071,7,['16'],['16']
647,8,5071,8,"['24', '24']","['24', '24']"
648,9,5072,0,"['14', '14']","['14', '14']"
649,4,5072,1,"['24', '24']","['24', '24']"
650,1,5072,2,['24'],['24']
